"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Madagascar","MDG","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","ER.H2O.FWAG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","99.00018402","98.90870854","98.81512833","98.7193699","98.62135629","98.5210069","98.41823722","98.31295862","98.20507809","98.09449796","97.98111561","97.86482317","97.74550715","97.62304806","97.49732005","97.36819048","97.23551939","97.10849725","96.98047559","96.85345476","96.72743083","96.60040869","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","95.89212873","","",
